abalone	2793,5509,7072,8690
are	3,28,29,32,34,48,53,72,72,109,134,141,336,362,390,586,587,653,656,694,698,835,899,910,997,1065,1070,1421,1429,1479,1641,1643,1730,1879,1888,1892,2016,2029,2051,2210,2278,2324,2527,2563,2565,2567,2572,2583,2584,2666,2689,2733,2738,2739,2741,2746,2811,2820,2857,2865,2872,2961,2967,3078,3082,3095,3099,3154,3156,3163,3164,3202,3270,3282,3291,3336,3350,3368,3398,3433,3451,3479,3487,3497,3502,3516,3526,3526,3540,3547,3683,3868,3888,3890,3919,3921,3983,4008,4046,4098,4101,4105,4299,4322,4348,4387,4476,4549,4553,4561,4763,4828,4862,4917,5014,5155,5193,5200,5202,5244,5305,5330,5423,5433,5505,5546,5593,5608,5621,5683,5775,5776,5791,5791,6054,6058,6271,6272,6277,6706,6714,6736,6753,6761,6777,6782,6788,6789,6793,6808,6841,6843,6899,6946,6951,6961,6965,6971,6984,7075,7089,7099,7101,7102,7110,7113,7115,7115,7116,7116,7122,7123,7123,7127,7201,7218,7222,7248,7256,7301,7304,7347,7349,7363,7368,7370,7374,7587,7587,7598,7660,7666,7670,7670,7686,7690,7694,7707,7741,7774,7797,7938,7964,8033,8098,8232,8232,8266,8268,8286,8386,8491,8580,8593,8601,8611,8679,8679,8691,8693,8702,8704,8704,8709,8712,8757,8830,8840,8993,9026,9028,9252,9394,9419,9471,9661,9719,9751,9763,9769,9792,9851,9943,9957,9968,9989,9995,10003,10033,10033,10066,10111,10130,10251,10351,10400,10413,10418,10422,10423,10563,10613,10624,10624,10630,10692,10711,10718,10722,10737,10754,10755,10755,10792,10877,10964,11049,11134,11141,11209,11215,11346,11359,11425,11547,11655,11661,11714,11721,11737,11747,11832,11851,11909,11923,11973,12019,12022,12028,12140,12169,12182,12192,12303,12419,12438,12468,12763,12795,12980,13129,13130
area	1191,3086,3086,3577,4472,4474,4805,5773,6204,6736,6892,6924,8553,8778,9246,9283,10171,10603,11166,11262,11278,11369,11421,11640
areas	1083,5781,5852,6812,8782
aren	833,1069,1882,2443,3493,3771,3772,4882,4884,4948,4957,5024,5422,5718,6971,6984,7258,7586,7725,8025,8809,9127,9474,9703,9946,10125,10413,11048,11339,11347,12020
arfak	4807
argo	4531
argonaut	6839,6843,6844,6847,6853,6856
argonauts	4389,6846,11653,12157
argue	2184,2240
arguing	947
argument	702,1809,5619,11060,11787
arguments	1206,2408,2484,6818,8266,8270,8301,10098,10452
argus	955
aricia	7383
arid	4156
arise	114,4361,6718,8336
arisen	2098
arises	4346,12304
aristocrat	8972
aristocrats	5774,8007
aristotle	501,6838,8377,9358,11910
arithmetic	11524
ark	5763
arm	973,1573,1624,4860,5555,8001,9237,9630,9633,12043
armadillos	6760
armed	675,683,718,959,1014,1034,3567,3570,4941,5388,5471,6767,6776,6784,6995,7013,7331,8038,8706,10119,10130,10443,10656,10718,11660,11666,11966,12039,12454,12499
armies	12944
arming	712
armistice	12540
armor	1542,2422,3935,5683,6761,6761,7349,8600,12867
armored	5683,9353,9745
arms	1675,2157,2360,2722,4434,4437,4716,5515,5902,6211,6224,6859,7379,7486,8060,8235,9629,10595,11205,11413,11617,11633,11688,11865,11963,11964,11972,11981,12045,12049,12060,12065,12104,12133,12296,12624,12910,13084
army	3574,4394,7794,8977
aroma	2146,3677,5342
aronnax	337,383,648,731,871,1006,1059,1173,1338,1801,1975,2174,2222,2257,2369,2402,2498,2541,2591,2665,2700,2814,2934,2964,2995,3078,3136,3225,3239,3321,3397,3714,3720,3767,3804,3844,3849,3874,3921,4342,4876,4959,4967,5243,5442,5590,5718,5932,6054,6067,6124,6244,6932,6984,7248,7301,7590,7716,7728,7739,7752,7764,7813,7844,8129,8266,8306,8334,8410,8515,8824,8830,9008,9118,9460,10019,10106,10124,10371,10436,10451,10785,11329,12227,12260,12284,12315
arose	942,1133,3459
around	362,528,715,998,1175,1177,1230,1326,1331,1515,1888,1894,1896,1904,1934,1957,2063,2760,3405,3408,3422,3566,3569,3577,4030,4125,4163,4215,4224,4437,4445,4641,4830,5036,5305,5412,5733,5816,5919,6095,6200,6200,6272,6864,7014,7085,7299,7364,7382,7526,7650,7837,7882,7929,8487,9012,9081,9164,9219,9410,9412,9486,9507,9531,9550,9552,9633,10015,10280,10289,10389,10481,10575,10699,11085,11125,11202,11266,11267,11348,11516,11925,12338,12388,12522,12558,12568,12727,12748,12846,12855,13125,13126,13129
arouse	9675,11786
aroused	2396,2809,4662,5056,8453,9555,13042
arousing	585
arrange	3805
arranged	2764,3508,3653,6208,6872,7659,8420,9509,11661,11822,11964,12159
arrangement	1674,3095,4086,4086,4096,5210,10752
arrangements	2124
arrayed	9232
arrian	7720
arrival	381,759,2860,4207,5171,8377,13160
arrive	6813,6939
arrived	494,608,615,645,866,1230,2207,2974,3295,3802,3899,4080,4370,4515,4706,5153,5189,5248,6024,8142,8897,8902,8991,9001,9185,9229,9381,9481,9523,9638,10146,10650,10768,10772,11381,12554,13075,13092
arrives	6980
arriving	3009,4060,5772,6947,7287,7435,8031,8075,9134,10750,10855,10874
arrow	8165
arrows	959,4121,5393,5471,5577
arsenal	3914,4641
arsenals	711
art	2723,2727,2754,3241,5293
artemidorus	7720
arteries	4297
artery	7641
arthur	12957
artichoke	5084
article	514,651,691
articles	510
articulate	1703
articulates	2604,4158,5878,7358,8682,8701,8718,8721,9227,11800,11827
articulating	1975
artifacts	3370
artificial	2954,7157,9803
artillery	7383
artist	2733
artistic	2720,7762,8898,9719,13026
artists	2739
artocarpus	5050,5064,5155,5237,5349
aru	5208
as	41,48,95,103,109,109,125,128,192,192,193,210,345,345,350,353,362,383,385,389,401,404,413,466,467,472,475,497,528,530,551,552,607,646,646,646,676,677,677,678,687,687,694,695,701,704,711,711,714,727,738,756,768,793,802,802,814,816,816,843,855,858,858,887,887,943,948,948,951,955,958,973,975,975,984,1004,1063,1063,1078,1078,1095,1095,1112,1156,1157,1157,1160,1160,1268,1293,1293,1330,1341,1388,1388,1391,1391,1405,1455,1490,1514,1552,1552,1559,1559,1565,1574,1599,1643,1655,1655,1656,1673,1673,1680,1680,1687,1699,1775,1778,1781,1781,1792,1792,1809,1812,1826,1867,1879,1879,1898,1910,1933,1938,1956,1958,1959,1959,1983,2012,2035,2037,2039,2053,2072,2081,2081,2097,2101,2134,2206,2206,2240,2250,2316,2320,2367,2367,2379,2395,2402,2402,2404,2404,2404,2406,2412,2441,2500,2500,2520,2546,2546,2588,2592,2592,2596,2601,2649,2680,2680,2729,2733,2739,2739,2746,2746,2767,2767,2784,2815,2842,2857,2858,2944,2944,2951,3076,3096,3153,3166,3166,3167,3191,3199,3200,3270,3270,3341,3344,3360,3360,3410,3428,3428,3435,3461,3498,3521,3547,3547,3582,3589,3590,3594,3598,3638,3646,3646,3664,3712,3809,3809,3824,3824,3824,3844,3883,3883,3883,3940,3943,3946,3950,3950,3968,3968,3986,3995,4003,4008,4008,4015,4046,4051,4057,4082,4098,4098,4112,4115,4115,4132,4217,4218,4218,4250,4290,4297,4297,4310,4322,4340,4346,4353,4356,4384,4384,4391,4391,4398,4438,4443,4478,4478,4490,4491,4532,4532,4546,4548,4549,4549,4563,4563,4613,4620,4702,4771,4771,4789,4789,4801,4837,4840,4890,4891,4891,4898,4898,4900,4900,4913,4914,4959,4959,4983,4984,4989,4989,5015,5151,5154,5155,5155,5162,5162,5167,5227,5266,5266,5309,5316,5328,5346,5350,5350,5455,5455,5486,5493,5497,5502,5543,5643,5738,5738,5747,5806,5816,5816,5850,5880,5891,5892,5899,5914,5953,5953,5989,6030,6030,6030,6041,6059,6065,6078,6078,6131,6131,6143,6164,6176,6176,6179,6182,6188,6198,6219,6221,6224,6242,6332,6339,6692,6697,6697,6704,6728,6748,6757,6769,6773,6792,6812,6813,6814,6823,6823,6823,6859,6880,6880,6892,6892,6900,6901,6988,7006,7009,7019,7050,7162,7162,7281,7286,7310,7315,7321,7351,7406,7406,7419,7444,7460,7479,7520,7573,7573,7573,7573,7604,7608,7620,7648,7648,7653,7653,7664,7666,7667,7671,7671,7681,7694,7697,7704,7704,7713,7720,7765,7769,7791,7791,7798,7801,7867,8002,8020,8020,8082,8105,8107,8134,8142,8165,8165,8248,8257,8257,8264,8264,8293,8378,8383,8439,8454,8454,8471,8553,8553,8582,8596,8602,8605,8605,8606,8606,8610,8610,8614,8614,8617,8619,8622,8622,8622,8629,8635,8701,8708,8744,8764,8782,8782,8808,8830,8853,8853,8854,8855,8865,8889,8916,8923,8988,9001,9039,9073,9085,9085,9094,9094,9103,9103,9114,9114,9154,9173,9173,9183,9214,9220,9251,9261,9272,9273,9277,9278,9280,9283,9283,9296,9296,9300,9300,9319,9337,9337,9358,9371,9379,9387,9387,9412,9413,9413,9467,9481,9494,9567,9570,9603,9611,9628,9638,9638,9675,9678,9678,9693,9711,9711,9714,9714,9719,9777,9780,9785,9792,9806,9925,9989,9989,9995,10003,10035,10035,10039,10095,10111,10133,10143,10150,10152,10234,10287,10300,10300,10300,10311,10311,10311,10314,10315,10315,10354,10354,10387,10448,10451,10463,10463,10463,10464,10472,10488,10560,10587,10603,10607,10609,10617,10617,10623,10624,10624,10630,10648,10656,10663,10668,10698,10698,10702,10713,10720,10731,10752,10773,10836,10863,10880,10880,10880,10880,10888,10888,10927,10930,10935,10938,10940,10954,11019,11063,11136,11141,11143,11164,11167,11215,11243,11243,11249,11249,11252,11268,11269,11269,11269,11274,11330,11339,11342,11342,11359,11384,11452,11513,11590,11601,11601,11601,11604,11611,11634,11652,11655,11657,11703,11707,11773,11787,11801,11853,11903,11903,11912,11912,11924,11926,11926,11963,11970,11977,12011,12011,12049,12066,12074,12102,12107,12127,12132,12132,12139,12139,12148,12149,12149,12152,12251,12251,12267,12270,12282,12282,12284,12315,12330,12360,12366,12418,12420,12436,12499,12506,12534,12545,12548,12558,12576,12602,12613,12702,12714,12719,12779,12814,12814,12821,12861,12898,12952,12954,12959,12960,12960,13069,13115,13117,13128,13131
ascended	4542,9514
ascending	11456
ascii	128,130
ash	8581,9296,9700
ashore	246,3735,3752,4518,4921,4980,4983,5483,5631,5813,6589,6593,6600,10587,10668,10768,10820,10824,10826
asia	3281,3359,5781,8355,9274,9283,11554
asian	3356
asiatic	4631
aside	729,878,1823,1845,2793,2822,3445,3944,5018,6270,7453,7464,8007,9624,11362
asimov	360
ask	986,2018,2046,2449,2458,2476,2522,2818,2894,2934,3186,3245,3635,3847,3956,4104,4775,4923,4932,5932,7762,7780,7871,8138,9169,9237,9760,9963,10075,10393,10958,11774,11875,12208,12281,13037
asked	800,833,869,899,1002,1041,1136,1220,1360,1449,1475,1500,1636,1993,2160,2218,2252,2270,2561,2975,3156,3323,3388,3516,3760,3833,3930,3944,4342,4503,4570,4596,4600,4927,5094,5120,5143,5218,5241,5292,5497,5518,5808,5951,5963,6097,6135,6888,6971,7055,7075,7087,7106,7136,7201,7258,7325,7562,7584,7789,7861,7938,7997,8025,8192,8255,8282,8431,8456,8491,8509,8670,8993,9006,9024,9088,9116,9433,9489,9591,9600,9749,9794,9845,9972,9989,10041,10053,10057,10084,10270,10339,10379,10563,10722,10964,10976,11014,11046,11087,11175,11226,11336,11350,11855,11867,11896,11907,11914,11921,11934,11988,11995,12223,12656,12670,12975,13182
asking	3054,3216,9301
asleep	1561,1566,3756,5173,5836,6754,8440,9382,9467
aspect	651
aspects	12303
asphyxiated	11213,11310
asphyxiation	11213,11215,11287,11390
aspidophoroides	7349
ass	6750
assai	5483
assailants	5744,7999
assault	4209,8066,12038
assaulted	5593,8884,10293,11706,12949
assaults	10306
assembled	6161
assemblies	10625
assembly	637
assert	472,4002,13168
assess	576,8063
assessed	1084,3051,3113,3268
assessment	2182
assets	540,543
assigned	4933
assignment	880,5373
assimilate	4323
assist	910,6271,6877
assistance	11246
assistant	607
assisted	12613
associated	4101,4472
association	98,134,139,510
assorted	1229,9152
assortment	48,12011
assume	2439,3164,3237,5624,9044,10449,12719
assumed	4143,4933,5052,5837,9638,10066,10507,10705,10980,11125,11607
assuming	11279,11485,11770
assumption	2723
assurance	1940
assurances	5897
assured	9900,10204,11394
assuredly	1140,2068,3564,3796,5828,7050
aster	7659
asterisk	127
astern	558,1407,1809,3184,6873,10152,11068,11128,11169,11347,12695
asterophyton	4027
astir	2601
astonish	3375
astonished	553,1334,3661,3991,4127,4887,5953,12145
astonishing	1784,3449,4050,4750,10356,11917,12484
astonishment	1336,2574,2979,3377,5984,8400,8903,10198
astounding	9226
astoundingly	7478
astray	8707
astrolabe	4574,4607,4651,4657,4667,4674,4682,4705,4706,4841,5650,5661
astronomer	10301
astronomers	1012
astronomical	4258,4640
astronomy	2684
asturian	9931
astute	967
ate	1193,3811,4997,5086,5173,5978,8890,10813,13013
athenaeus	4391,6838
athens	9281
athletic	5465
atlanta	8695
atlantean	9275
atlanteans	9281,9281,9344
atlantic	376,488,551,716,928,3279,3353,3353,4349,4349,5821,7586,8617,8759,8761,8766,8778,8849,8853,8899,8980,9143,9180,9245,9298,9352,9494,9611,9628,9633,9646,9651,9667,9680,10578,11552,11564,12122,12130,12460,12503,12947,12951,13169
atlantis	9270,9271,9271,9284,9337,9345,9347,9364,9374,9636,10943,11635,13047
atlas	7001,8750
atmosphere	1052,1054,1065,1824,2860,3113,3129,3880,3995,5686,5870,11219,11277,12325
atmospheres	880,1054,1055,1055,1481,1483,1506,3051,3131,3148,3148,3177,3589,3836,4055,9747,9786,11274
atmospheric	5872,8460
atolls	4489,4497
atom	11422
atoms	11473,11508
atop	10162
atrocious	6978
attach	9806
attached	607,2985,3163,3493,3497,3512,3830,4103,4863,6167,6949,7367,7397,8033,8383,11661,11740,11803,12338,13126,13137
attaches	3641,6803
attack	1338,5379,5481,5559,5763,7009,7327,7972,7997,8040,10138,11228,11260,12029,12668,12763,12769,12791,12816,12821,12841
attacked	1566,2481,3193,10724,11486,11924,12720
attacking	379,10122,11267
attacks	367,677,2215,2422,4142,5442
attain	9671
attained	10892
attaining	11790,12132
attempt	1143,2015,4912,5646,5660,7644,8264,8308,8311,8532,8866,8947,10221,10412,10474,11645,11770,12309,12313,12518
attempts	9556,11924,12537
attend	877
attending	1690,3721
attention	519,970,1979,3822,5818,5912,7080,7526,8383,10709,11830,12601
attentions	6067
attentive	1156
attested	5922
attesting	5448
attitude	1036
attitudes	10209
attract	4160,7319,12826
attracted	976,1256,3587,6797
attracting	13121
attraction	7020
attribute	7772
au	4531
auber	2744
audible	1271,1355,1405,1927,2329,3413,8048,8163,10835,12647,12854,13102
audience	40
audient	7867
auger	7353
august	12612
augustus	8385
auk	10807
auks	10624
aura	13028
aures	7867
auricula	8697,8697
aurora	6903
aurou	4559
auspices	3283
austere	2549,2722,2833,8907
australia	478,4784
austria	8974,12540
austrian	3887
authentic	4791,7190
author	69,127,127,345,492,729,847,910,1888,2057,3044,3683,6268,6270,6271,6272,6273,6276,6277,9647,12100
authoritative	376
authority	2356
authorize	2002
authorized	1137,9209,10089
authors	1599,9636,9718
automated	12960
automatically	1182,3949,4160
autumn	408,409,9937
avail	2311,11313
available	72,2231,6717,7599,12291,12684
avalanche	9198
avarice	4676
ave	865
avenge	4662,9047
avenger	12621,12623,12636,12644,12783,13049
avenue	733
average	471,880,961,3153,4349,4351,4353,6039,6963,7639,7675,8779,10303,10500,11764,11820,12124,12124,12485
avezac	9274
avianus	8764
avoid	1187,4096,4872,5828,6702,7645,8078,8560,8811,8851,10582,12074
avoided	519,991,5768,5781,7453,7464,13011
avoiding	11779,13080
avoids	12217
avowed	8870
awake	9587
awaken	1565
awakened	7243,10946,11317
aware	5820,6717,8357,8971,9214,10092,10249,10685,11339,11468
awash	11378
away	42,44,363,685,700,1757,1991,2289,2318,2357,2588,2615,2649,2774,3181,3589,3767,3921,3992,4065,4084,4136,4182,4206,4340,4469,4780,4784,4896,4987,5318,5391,5554,5737,6188,6249,7280,7406,7428,7947,8061,8117,8155,8319,8355,8477,8748,8792,8830,8847,8858,8881,9013,9120,9195,9254,9481,9554,10015,10161,10290,10416,10642,10701,10835,10950,11064,11450,11474,11488,11534,11633,11671,11707,11763,12050,12117,12132,12174,12186,12414,12572,12841,12879,12887,12898,13011,13033,13080,13097,13129,13180
awful	11957
awfully	5036
awhile	1004
awkward	10132
awl	7353
awoke	4131
ax	4084,4959,5160,7207,12046,12060,12078
axes	4941,12029,12039,12039,12061
axidia	9340
aye	901,1431,1477
azores	9284,9630,12134
azure	3576,4027,4032,4382,5205,6781,7073,8362,8585,9360,10849
b	25,742,759,7802
bab	7571,7615,7626
babble	3638
babbling	715
babirusa	829,862,1256
baby	10051,10194
bachelor	8285
back	526,764,768,853,979,1158,1212,1252,1308,1371,1469,1601,1620,1638,1675,1708,1722,1739,1780,1792,1831,1834,1884,2019,2029,2195,2215,2412,2481,2482,2757,2825,3052,3221,3396,3575,3702,3748,3836,3849,4000,4093,4137,4143,4209,4355,4523,4661,5012,5030,5081,5092,5141,5248,5253,5272,5288,5338,5416,5481,5487,5514,5732,5828,5847,5914,6019,6028,6232,6252,6766,6812,6869,6961,7010,7022,7142,7168,7190,7417,7424,7434,7436,7445,7456,7504,7528,7574,7580,7623,7642,7882,7906,7915,7956,7962,8046,8057,8086,8097,8188,8225,8286,8441,8448,8477,8489,8561,8581,8589,8649,8677,8846,8971,9245,9295,9319,9471,9560,9565,9595,9607,9699,9736,9772,9794,9812,9814,9825,9938,10065,10102,10164,10171,10289,10354,10383,10470,10509,10536,10588,10654,10657,10780,10806,10810,10964,10982,10988,11073,11081,11110,11119,11250,11541,11554,11573,11582,11599,11659,11681,11696,11843,11894,11959,11981,11983,12074,12115,12190,12276,12413,12485,12531,12558,12770,12788,12936
backbone	369
backbones	10703
backdrops	13049
backed	1031,3141,7695
background	356,2878,7053,9183,9806,10847,11596,11653
backhuysen	2727
backing	11487
backs	3968,6753,6772,7314,7697,8592,8697,9096,9138,9359
backside	10745
backward	583,4395,5733,5738,6849,7697,8694,10044,10368,11126,11137,11661,11963
bacon	1228
bad	1167,3510,3510,4844,5010,7144,8732,10775,10822,12015
badlands	607
badly	762,4561,7218,7935
baffin	10094
baffled	1999,2254,2404,8227,9678,10647
baffling	1970
bag	1987,5039,5312,7499,8389
baggage	868,8863
bagged	5231,5244
bah	1173,1522,2025,2063,7180,12473
bahama	12119,12138
bahamas	11821,12119
bail	8079
bailiwick	3552
bailly	9344,9347
bait	9034,11655
baked	5072
baker	480,5091
balaenoptera	9995,10832
balance	1070,3345,5567,8760,9206,9604,10282,10748,11009,11024,11485,12131
baleen	281,677,784,967,1018,1033,1112,1136,1165,1420,7952,9693,9835,9927,9933,9938,9968,9993,10039,10044,10070,10100,10106,10116,10130,10138,10142,10146,10188,10614,10831
balistes	3561
ball	10850
ballard	403
ballast	3101,3108,3110,3137,3139,3148,3153,3288,4406,5796,8132,8849,9020,9099,9736,10483,10510,10932,11023,11048,11234,11433,11437,11455,12381,12591,12863
balleny	10889
ballistics	2677
balloon	347,3167,9337,9785,9822
bamboo	5567
banality	11536
banana	5478
bananas	5110,5111
band	4172,4194,10230,12166
bandages	6086,6095
banded	3576,12165,12460
bandits	1886
bands	2760,3420,4270,4272,6774,7370,10642
banged	1738,5868,8591,11203
banished	5852
bank	283,866,918,7270,7298,7366,7417,7501,9079,9912,10217,10287,10309,10330,10333,10337,10347,10351,10401,10419,10476,10489,10514,10516,10533,10535,10540,10560,10885,10926,10933,11031,11051,11065,11069,11202,11260,11284,11319,11460,11471,11788,13047
bankers	9075,9077
banks	5639,7125,7440,12119,12438,12438,12443,12461,12499
banned	2670,10335
bantering	1028,10047
banyan	4989
baptized	2791
bar	9220
barbaric	10099
barbary	6176,7672
barbed	959
bare	2836,5260
bared	5921
barely	1244,1496,1571,1683,1699,1735,1809,1831,1870,1873,2122,3305,4036,4061,5275,5388,5779,6171,6863,6881,7298,7455,7629,7745,7786,8608,8799,9345,10317,10558,10746,12116,12148,12739,12793,12832,12859,12870,12941,13002,13058
bari	5312,5342
bark	5163
barnacles	9655
barometer	2859,4542,5888,10299,10829,10855,11592,11594,12327,12360
barred	10287,11175
barrel	678,961,3941,3949,4161,8034,8057,8086
barrels	9013
barricades	11635
barrier	4489,4659,8635,8647,10307,10526,11261,11487
barriers	4503,8649
bars	3095,3577,4653,9779
basalt	10769,10847
basaltic	4509,9268,9369,9509,9510,10668
base	679,2776,3888,4675,5695,8155,9413,9440,9477,10949,11017
based	25,184,2900,5792,7389,11636
bases	7660,11671
basically	667,1307,5445
basin	2757,2760,7395,8534,8553,8724,8758,8761,9646,9650,9651,10836,10925,12951
basins	9928
basis	9767
bask	3771
basket	7678,8679
baskets	11616
basking	9301,13028
basques	9931
bass	7879
bastard	7101,7101
bat	1997,8582
batch	11821
batfish	11661
bath	7671
bathed	6120,8679
bathroom	3010
bats	11661
batter	5096,9541
battered	1831,12085
batteries	2918,2918,2921,2925,9447,9447,11311,11378,11381
battering	633,10288,11486
battery	3850
battle	319,1351,1435,2609,7465,8385,9019,10146,10146,12201,12540,12614,12617,13048
battled	507,12061
battlefield	8547,9082,12427
battlements	9208
battles	981
battleship	12679,12694,12748,12799
bay	273,310,920,923,3359,4544,4546,4549,4705,5457,5570,6875,6901,6946,7270,7302,7305,7770,7854,8107,8776,8986,8989,8991,9001,9008,9028,9030,10094,10696,10730,10943,11789,12128,12134,12330,12614,13047
bayonnaise	4681,4683
bazin	4641
be	3,23,35,35,48,53,100,100,109,127,127,128,139,459,467,475,519,519,519,552,553,567,577,592,637,638,669,681,704,738,768,768,800,847,885,942,947,952,1008,1026,1026,1036,1053,1056,1078,1084,1087,1095,1104,1107,1107,1108,1112,1113,1227,1251,1256,1258,1260,1260,1262,1299,1366,1378,1414,1451,1469,1542,1552,1555,1566,1604,1674,1716,1781,1784,1826,1879,1879,1890,1892,1898,1982,2036,2101,2147,2165,2167,2185,2241,2295,2295,2298,2300,2319,2398,2412,2414,2433,2435,2437,2441,2447,2447,2454,2491,2503,2504,2505,2555,2555,2559,2583,2584,2595,2600,2649,2650,2670,2704,2761,2797,2814,2815,2823,2840,2883,2895,2900,2906,2920,2921,2934,2941,2944,2951,2968,3032,3050,3109,3113,3119,3119,3125,3132,3132,3143,3164,3204,3230,3269,3278,3298,3309,3334,3336,3350,3374,3392,3402,3437,3737,3831,3836,3836,3837,3841,3872,3923,3986,4142,4142,4143,4185,4187,4207,4207,4263,4283,4283,4351,4368,4441,4477,4574,4628,4642,4750,4754,4759,4761,4771,4772,4837,4886,4887,4887,4904,4910,4912,4919,4928,4929,4932,4933,4934,4935,4949,4956,4959,4963,5012,5015,5016,5033,5052,5066,5091,5141,5151,5205,5244,5292,5309,5316,5375,5501,5502,5506,5533,5543,5546,5575,5593,5679,5688,5694,5718,5744,5761,5793,5806,5896,5897,5903,5909,5936,6028,6061,6102,6111,6133,6692,6717,6737,6764,6782,6844,6899,6932,6947,6995,6995,7011,7017,7040,7044,7058,7118,7224,7315,7318,7319,7319,7329,7334,7346,7520,7536,7568,7574,7588,7595,7607,7619,7673,7703,7720,7731,7746,7765,7802,7813,7821,7827,7873,7898,7929,7952,7969,7982,8000,8012,8013,8015,8041,8107,8110,8124,8126,8207,8238,8245,8260,8264,8267,8267,8278,8288,8299,8308,8373,8373,8403,8458,8464,8471,8483,8522,8527,8667,8822,8822,8829,8829,8839,8840,8840,8846,8868,8875,8894,8985,9034,9038,9038,9040,9086,9127,9134,9140,9235,9337,9369,9372,9404,9413,9441,9502,9503,9506,9507,9542,9544,9611,9650,9650,9650,9655,9674,9675,9703,9737,9755,9759,9779,9798,9857,9859,9866,9896,9912,9923,9942,9963,10092,10112,10139,10231,10295,10326,10335,10343,10354,10371,10409,10437,10441,10443,10463,10475,10569,10596,10642,10666,10678,10679,10695,10699,10713,10762,10785,10786,10804,11031,11035,11114,11220,11230,11244,11279,11284,11330,11339,11342,11354,11358,11396,11397,11421,11422,11460,11478,11527,11533,11552,11607,11697,11725,11726,11779,11792,11832,11909,11909,11979,11990,12065,12077,12097,12148,12178,12184,12203,12233,12255,12262,12266,12269,12275,12298,12317,12374,12418,12473,12482,12484,12526,12536,12568,12605,12684,12708,12717,12720,12742,12769,12807,12814,12821,12841,12857,12977,12978,13018,13019,13038,13179
